,doi
2712,10.1002/tqem.21395
2713,10.1080/00207543.2012.693961
2714,10.1002/asi.21177
2715,10.1300/J238v01n0104
2716,10.1080/00207543.2012.695090
2717,10.1080/02664760903030221
2718,10.1007/s10257-005-0007-4
2719,10.5755/j01.eis.0.6.1538
2720,10.2478/manment-2013-0069
2721,10.1080/00207217.2014.981872
2722,10.3846/20294913.2012.656151
2723,10.1198/000313008X270547
2724,10.1002/asi.21558
2725,10.1016/j.serrev.2010.03.001
2726,10.1080/09613210701559515
2727,10.5465/AMJ.2010.48037265
2728,10.1377/hlthaff.2009.0019
2729,10.1300/J073v18n01_07
2730,10.1300/J057v11n04-05
2731,10.1080/10580530.2012.716991
2732,10.1287/msom.1120.0406
2733,10.1080/10447318.2013.873279
2734,10.2753/MER1052-8008210205
2735,10.1007/s10479-012-1114-5
2736,10.1111/j.1540-5885.2009.00656.x
2737,10.1007/s10107-010-0415-1
2738,10.2105/AJPH.2012.301027
2739,10.1007/s11149-014-9250-2
2740,10.1080/13511610.2013.864229
2741,10.1007/s10101-008-0046-7
2742,10.15308/SInteZa-2014-397-401
2743,10.1057/palgrave.jdg.2050047
2744,10.1111/cgf.12142
2745,10.1080/07408170600805943
2746,10.1287/opre.2015.1367
2747,10.1080/07421222.2014.994587
2748,10.1145/1859204.1859218
2749,10.3233/GOV-130351
2750,10.1007/s10257-011-0170-8
2751,10.1007/s10257-009-0124-6
2752,10.1111/j.1467-8608.2006.00442.x
2753,10.1002/pmj.21379
2754,10.1080/00207540600635235
2755,10.1080/08853908.2012.721090
2756,10.1145/2656336
2757,10.1287/opre.1100.0828
2758,10.1111/j.1365-2575.2008.00303.x
2759,10.1080/02681102.2013.840947
2760,10.1057/dam.2010.46
2761,10.1002/jcaf.21871
2762,10.1080/07408170600899599
2763,10.1002/kpm.1444
2764,10.1111/j.1467-9671.2012.01341.x
2765,10.1002/isaf.1344
2766,10.3401/poms.1080.0057
2767,10.1258/095148406776829095
2768,10.1287/ijoc.1040.0120
2769,10.1377/hlthaff.2012.0358
2770,10.1109/MS.2012.109
2771,10.1080/15332861.2015.1011568
2772,10.1145/2536798
2773,10.1007/s40171-015-0093-1
2774,10.1080/07421222.2015.1138573
2775,10.5172/impp.12.1.88
2776,10.1002/asi.20493
2777,10.1080/10919390701436390
2778,10.3168/jds.2012-6107
2779,10.3233/JEM-140385
2780,10.1145/2534706.2534726
2781,10.1080/10447318.2014.888503
2782,10.1007/s10260-014-0273-8
2783,10.1080/09613210600733658
2784,10.1111/j.1468-0394.2008.00445.x
2785,10.1377/hlthaff.2011.0047
2786,10.1002/asi.20524
2787,10.1377/hlthaff.28.2.377
2788,10.1080/23303131.2015.1011763
2789,10.1109/MS.2013.76
2790,10.1002/tqem.20279
2791,10.1049/cce:20070206
2792,10.1002/pmj.20036
2793,10.1287/isre.1120.0456
2794,10.3233/IFS-120682
2795,10.1002/mcda.1528
2796,10.1111/j.1540-5915.2008.00191.x
2797,10.1111/j.1467-8543.2011.00860.x
2798,10.1080/17517575.2013.879214
2799,10.1002/sres.960
2800,10.1145/1435417.1435446
2801,10.1177/0143831X06069009
2802,10.1145/1592761.1592792
2803,10.1080/07408170903228959
2804,10.1061/(ASCE)EE.1943-7870.0000140
2805,10.1080/10580530701585815
2806,10.1049/iet-com:20060595
2807,10.1377/hlthaff.28.2.345
2808,10.1688/mrev-2015-03-McKechnie
2809,10.1080/13669877.2013.875932
2810,10.1111/puar.12334
2811,10.1080/08920753.2012.709463
2812,10.1007/s11257-011-9114-8
2813,10.1002/asi.23125
2814,10.1080/00036840500278053
2815,10.1080/09585191003612075
2816,10.3233/JCS-2012-0459
2817,10.1111/cgf.12207
2818,10.5465/AME.2005.16963397
2819,10.1080/01972243.2011.607025
2820,10.1007/s10257-012-0194-8
2821,10.3233/IFS-131042
2822,10.1145/1188913.1188916
2823,10.1007/s10207-010-0108-z
2824,10.1111/j.1467-8551.2009.00673.x
2825,10.1002/sres.946
2826,10.1007/s10551-011-0921-y
2827,10.1007/s00607-013-0362-9
2828,10.1080/00207543.2012.752589
2829,10.1061/(ASCE)0733-9372(2005)131:2(206)
2830,10.1007/s10257-013-0222-3
2831,10.1007/s10257-012-0196-6
2832,10.1300/J179v04n0410
2833,10.1007/s10260-014-0260-0
2834,10.1080/00207543.2013.828175
2835,10.1080/09548963.2012.674753
2836,10.1080/08839510500484231
2837,10.1111/j.1365-2575.2007.00238.x
2838,10.4102/sajhrm.v9i1.384
2839,10.3233/IFS-130934
2840,10.1089/cpb.2007.9951
2841,10.1002/asi.22915
2842,10.1080/07408170600743938
2843,10.1207/s15327590ijhc1901_6
2844,10.1377/hlthaff.2010.0159
2845,10.1287/mnsc.2014.2082
2846,10.1377/hlthaff.2012.0338
2847,10.1002/asi.21591
2848,10.1111/j.1365-2575.2008.00296.x
2849,10.1287/isre.2014.0544
2850,10.1002/asi.22995
2851,10.1080/14783360500053790
2852,10.1080/09511920500171261
2853,10.1080/00207540500142316
2854,10.1215/03616878-3161162
2855,10.1080/14697680802665859
2856,10.1080/14783360500163177
2857,10.1007/s10845-008-0213-2
2858,10.1080/01446193.2015.1016540
2859,10.1080/13669877.2011.636838
2860,10.1080/01944363.2011.611099
2861,10.1007/s10257-008-0106-0
2862,10.1111/j.1937-5956.2010.01148.x
2863,10.1007/s10479-008-0420-4
2864,10.1080/01449290500168103
2865,10.1007/s10997-008-9071-8
2866,10.1007/s10660-015-9184-5
2867,10.1111/isj.12076
2868,10.1002/sres.2298
2869,10.1080/10580530903455106
2870,10.1287/isre.1100.0328
2871,10.1145/2691190.2691191
2872,10.1080/17517570701241079
2873,10.1080/13527260601086462
2874,10.1080/19368620801988990
2875,10.1080/02664760903164913
2876,10.1111/faam.12016
2877,10.1007/s11127-007-9155-z
2878,10.1007/s10660-009-9040-6
2879,10.3846/1392-8619.2009.15.490-521
2880,10.15208/beh.2015.01
2881,10.1016/S0140-6736(05)67484-3
2882,10.1258/095148406775322025
2883,10.1002/asi.23280
2884,10.1080/13600834.2010.494047
2885,10.1007/s11747-010-0194-5
2886,10.1002/asi.23139
2887,10.1111/j.1467-6451.2011.00449.x
2888,10.1007/s10107-012-0559-2
2889,10.2501/JAR-53-4-372-376
2890,10.1287/opre.2013.1215
2891,10.1080/01446190601156119
2892,10.1080/07421222.2015.1138373
2893,10.1080/13504851.2014.985368
2894,10.1002/isaf.280
2895,10.1155/2012/873710
2896,10.1080/0965254X.2011.565881
2897,10.1590/1808-057x201400030
2898,10.1080/02681102.2013.832127
2899,10.1080/00207540600559849
2900,10.1080/17517571003763380
2901,10.3233/JCS-2009-0393
2902,10.1111/j.1468-0394.2006.00404_5.x
2903,10.1111/j.1467-8489.2011.00549.x
2904,10.1007/s00199-006-0105-7
2905,10.1002/mcda.395
2906,10.1080/01449290701850111
2907,10.1111/poms.12031
2908,10.1377/hlthaff.2010.1317
2909,10.1287/moor.1070.0255
2910,10.1080/0951192X.2010.518322
2911,10.1145/1314215.1314230
2912,10.1377/hlthaff.2012.1124
2913,10.1377/hlthaff.2012.0359
2914,10.1080/00207540701851780
2915,10.1145/1325555.1325566
2916,10.2308/iace-50031
2917,10.1002/asi.23003
2918,10.1002/sres.2181
2919,10.1007/s10729-009-9100-4
2920,10.1111/j.1467-6281.2011.00343.x
2921,10.1111/j.1748-8583.2010.00165.x
2922,10.1080/10580530.2013.739530
2923,10.1080/03643107.2012.671150
2924,10.1287/isre.1090.0272
2925,10.1080/17517575.2013.767382
2926,10.1145/1188913.1188918
2927,10.1061/(ASCE)CO.1943-7862.0000034
2928,10.1287/mnsc.1070.0833
2929,10.1377/hlthaff.2012.0948
2930,10.5958/j.0976-478X.5.2.021
2931,10.5465/amr.2012.0177
2932,10.1007/s11235-011-9529-x
2933,10.1002/sres.1068
2934,10.1509/jm.13.0300
2935,10.1007/s10660-006-8679-5
2936,10.1111/poms.12321
2937,10.1111/j.1540-6296.2005.00048.x
2938,10.1093/bib/bbn004
2939,10.1145/1047671.1047678
2940,10.1145/1107458.1107489
2941,10.1145/1364782.1364799
2942,10.1377/hlthaff.2011.0686
2943,10.1287/ijoc.1100.0414
2944,10.1145/1344411.1344412
2945,10.1080/0951192X.2010.527373
2946,10.1145/2602136
2947,10.1002/asi.23013
2948,10.1049/cce:20060603
2949,10.3233/WOR-2009-0804
2950,10.1007/s00186-012-0396-3
2951,10.1061/(ASCE)0733-9364(2005)131:8(920)
2952,10.1057/palgrave.jdg.2050074
2953,10.1080/00207540903349039
2954,10.1080/13678860600616347
2955,10.1002/jcaf.20128
2956,10.1080/01441640500415243
2957,10.1287/orsc.1120.0768
2958,10.1080/00207540903321657
2959,10.1007/s10257-005-0052-z
2960,10.1002/mar.20568
2961,10.1007/s10257-010-0140-6
2962,10.1061/(ASCE)0733-9364(2006)132:5(452)
2963,10.1191/1471417505ci089oa
2964,10.1145/1042091.1042097
2965,10.1080/00207543.2011.563834
2966,10.1007/s11235-009-9155-z
2967,10.1049/ip-cta:20045164
2968,10.1111/j.1467-9671.2007.01032.x
2969,10.1007/s10257-012-0206-8
2970,10.1287/msom.1090.0258
2971,10.1007/s10257-004-0032-8
2972,10.1002/sdr.403
2973,10.1111/j.1468-0394.2012.00618.x
2974,10.1093/bib/bbn052
2975,10.1377/hlthaff.2011.1002
2976,10.1287/isre.1090.0247
2977,10.1002/csr.102
2978,10.1007/s10257-006-0044-7
2979,10.1111/eufm.12003
2980,10.1111/j.1467-9671.2005.00209.x
2981,10.2753/JES1097-203X320304
2982,10.1080/13669870701281462
2983,10.1258/hsmr.2008.007029
2984,10.1080/08920753.2011.637483
2985,10.1080/00036840903559612
2986,10.1080/0144929X.2014.934287
2987,10.1002/nav.21491
2988,10.1080/10572250902942000
2989,10.1002/asi.22815
2990,10.1080/00207543.2014.991047
2991,10.1080/10580530.2011.585587
2992,10.1002/asi.21063
2993,10.1061/(ASCE)ME.1943-5479.0000179
2994,10.1287/msom.1120.0409
2995,10.1111/j.1468-0408.2010.00502.x
2996,10.1111/j.1467-8640.2012.00425.x
2997,10.1111/ropr.12089
2998,10.1007/s10551-010-0469-2
2999,10.1007/s11213-009-9157-5
3000,10.1080/0144929X.2014.959362
3001,10.2501/S0021849907070183
3002,10.1057/crr.2009.24
3003,10.1111/1753-6405.12078
3004,10.3233/IFS-130972
3005,10.1080/17517570701633267
3006,10.1080/02642060903078776
3007,10.5912/jcb.630
3008,10.1080/08982110601057229
3009,10.1111/j.1540-5915.2011.00323.x
3010,10.1080/10580530801941256
3011,10.1145/1629175.1629209
3012,10.1057/dbm.2010.13
3013,10.1002/asi.20621
3014,10.1080/10580530701586052
3015,10.2308/isys-50355
3016,10.1287/ijoc.1060.0175
3017,10.1287/mnsc.1110.1410
3018,10.1007/s12197-011-9224-5
3019,10.1002/ecja.20284
3020,10.1111/j.1467-9361.2012.00677.x
3021,10.1002/asi.21299
3022,10.1080/07408170902789019
3023,10.1002/pfi.21486
3024,10.1007/s10257-008-0098-9
3025,10.1080/1463922X.2014.1001006
3026,10.1287/mnsc.1110.1445
3027,10.1377/hlthaff.2011.1Q24
3028,10.1049/ip-com:20050335
3029,10.1007/s11257-008-9061-1
3030,10.1080/09613218.2014.855873
3031,10.1080/10580530.2012.716735
3032,10.3846/20294913.2012.661176
3033,10.3233/IFS-141359
3034,10.1002/pad.527
3035,10.2308/jis.2010.24.1.91
3036,10.1007/s11166-011-9117-1
3037,10.2753/MIS0742-1222300304
3038,10.1061/(ASCE)0733-9364(2006)132:2(134)
3039,10.1111/j.1365-2575.2011.00388.x
3040,10.1111/j.1468-0394.2005.00307.x
3041,10.1080/07421222.2015.1138374
3042,10.1007/s10997-009-9126-5
3043,10.1080/01972243.2013.777296
3044,10.1287/inte.1120.0632
3045,10.1007/s11002-009-9096-z
3046,10.1287/mksc.1100.0626
3047,10.1111/j.1753-6405.2008.00228.x
3048,10.1287/isre.1100.0300
3049,10.1002/itdj.20014
3050,10.1111/ntwe.12002
3051,10.1007/s00186-006-0140-y
3052,10.3233/GOV-2010-0223
3053,10.1007/s10257-008-0077-1
3054,10.1080/14479338.2015.1036542
3055,10.1080/01446193.2013.848994
3056,10.1287/isre.1080.0188
3057,10.1007/s00224-014-9586-0
3058,10.1080/13504851.2012.736939
3059,10.1002/asi.21260
3060,10.1080/10580530701586003
3061,DOI 10.1287/mnsc.1090.1033
3062,10.2308/accr-10212
3063,10.1007/s10845-008-0216-z
3064,10.1002/jcaf.22052
3065,10.2753/MIS0742-1222300409
3066,10.1002/asi.20599
3067,10.1089/cpb.2007.0063
3068,10.1007/s10257-011-0180-6
3069,10.1002/ecj.10089
3070,10.1007/s10257-010-0157-x
3071,10.1145/1859204.1859220
3072,10.1080/09511921003667722
3073,10.1007/s11213-012-9233-0
3074,10.1080/00207540500140799
3075,10.1080/10447318.2011.555309
3076,10.1287/mnsc.1120.1663
3077,10.1002/asmb.711
3078,10.1287/inte.1120.0647
3079,10.1080/13571510802465138
3080,10.1007/s10479-008-0433-z
3081,10.1111/poms.12292
3082,10.3233/IFS-151974
3083,10.1080/10447318.2012.715991
3084,10.1080/00343400701543298
3085,10.1002/tie.21698
3086,10.1007/s10257-011-0164-6
3087,10.1002/tqem.20094
3088,10.1007/s10660-006-0060-1
3089,10.1145/1785414.1785447
3090,10.1007/s10700-013-9159-8
3091,10.1002/hrm.20070
3092,10.1061/(ASCE)0733-9364(2007)133:12(966)
3093,10.1287/mnsc.1120.1521
3094,10.1145/1806907.1806914
3095,10.1007/s10272-009-0290-2
3096,10.1145/2347736.2347750
3097,10.1145/1897852.1897882
3098,10.1061/(ASCE)0733-9364(2006)132:12(1275)
3099,10.1080/01446193.2013.864780
3100,10.1007/s00607-012-0209-9
3101,10.7595/management.fon.2012.0029
3102,10.1002/sdr.415
3103,10.1287/msom.1060.0139
3104,10.1287/inte.2014.0772
3105,10.1080/0144929X.2013.789081
3106,10.3168/jds.2010-3761
3107,10.1145/1897816.1897842
3108,10.1007/s40171-014-0088-3
3109,10.1002/ecja.20382
3110,10.1061/(ASCE)0733-9364(2008)134:3(189)
3111,10.1080/02642060802215644
3112,10.1007/s11235-013-9691-4
3113,10.1287/isre.1110.0386
3114,10.1086/668644
3115,10.1137/070679569
3116,10.2753/MIS0742-1222310101
3117,10.1257/aer.96.4.1043
3118,10.1142/S0218539312400013
3119,10.1080/01930826.2012.707954
3120,10.5465/AMR.2006.19379631
3121,10.1007/s10845-013-0761-y
3122,10.1007/s10257-010-0146-0
3123,10.1007/s11414-009-9196-9
3124,10.1080/09511920802616807
3125,10.1080/09638180701706815
3126,10.1145/2508702
3127,10.1080/00207543.2013.852703
3128,10.1002/nav.21624
3129,10.1080/09613210903263007
3130,10.1177/0143831X07082125
3131,10.1145/1064830.1064835
3132,10.1007/s11235-013-9811-1
3133,10.1287/ijoc.2013.0575
3134,10.1080/14736489.2010.483208
3135,10.1300/J238v01n04̱05
3136,10.4067/S0718-18762015000200003
3137,10.1080/09511920701675755
3138,10.1080/13504850600706545
3139,10.1377/hlthaff.2011.0930
3140,10.1145/1272516.1272521
3141,10.1111/jsbm.12049
3142,10.1081/QEN-200029003
3143,10.1080/0951192X.2010.485754
3144,10.1080/0144929X.2010.517271
3145,10.1002/sres.752
3146,10.1300/J073v24n01_03
3147,10.1007/s40171-013-0045-6
3148,10.1002/hpm.2215
3149,10.1145/1592761.1592794
3150,10.1080/14783363.2013.856544
3151,10.1287/isre.1120.0425
3152,10.1080/10580530902797623
3153,10.1002/kpm.287
3154,10.1177/0091026013517875
3155,10.12948/issn14531305/17.3.2013.11
3156,10.1145/1042091.1042105
3157,10.1007/s10100-014-0368-1
3158,10.1061/(ASCE)0733-9372(2007)133:11(1072)
3159,10.1007/s10207-007-0042-x
3160,10.1002/kpm.267
3161,10.1007/s10551-007-9636-5
3162,10.1002/asi.21580
3163,10.1111/poms.12360
3164,10.1080/10919392.2015.1033935
3165,10.2753/JES1097-203X320303
3166,10.1111/j.1467-8616.2008.00565.x
3167,10.1057/dbm.2010.14
3168,10.1287/moor.1080.0326
3169,10.1007/s10660-010-9061-1
3170,10.1287/inte.1050.0148
3171,10.1509/jimk.17.1.58
3172,10.1377/hlthaff.2011.0049
3173,10.1300/J111v44n03_09
3174,10.1002/jsc.1968
3175,10.1007/s10479-012-1092-7
3176,10.1080/01446190903273943
3177,10.1080/00207543.2011.616233
3178,10.1002/asi.20618
3179,10.1080/00987913.2015.1035579
3180,10.1287/isre.1080.0221
3181,10.1002/sdr.434
3182,10.1111/j.1468-5957.2007.02026.x
3183,10.1080/13600860600852093
3184,10.1002/bse.671
3185,10.1080/0740817X.2013.851432
3186,10.1080/09511920500504578
3187,10.1287/inte.2013.0693
3188,10.1111/iere.12124
3189,10.1002/sres.1113
3190,10.1007/s00224-004-1177-z
3191,10.1080/09535310701330191
3192,10.1111/j.1467-9671.2010.01207.x
3193,10.1145/1284621.1284655
3194,10.1002/sd.349
3195,10.1080/10580530.2010.493816
3196,10.1007/s10551-012-1474-4
3197,10.1080/10580530.2013.832957
3198,10.1007/s10257-014-0264-1
3199,10.12948/issn14531305/17.4.2013.09
3200,10.5437/08956308X5406001
3201,10.1002/tqem.20198
3202,10.1109/MS.2013.71
3203,10.1007/s10845-013-0816-0
3204,10.1002/sres.759
3205,10.1377/hlthaff.2014.0130
3206,10.1080/00207540701802460
3207,10.1080/00207540701725042
3208,10.1080/08832323.2014.973828
3209,10.1080/00207543.2011.578596
3210,10.1377/hlthaff.2014.0689
3211,10.1061/(ASCE)0733-9364(2009)135:10(1058)
3212,10.1080/09613210802028428
3213,10.1080/08920750701682007
3214,10.1080/10447318.2015.1072785
3215,10.1111/j.1365-2575.2008.00302.x
3216,10.1287/inte.1050.0134
3217,10.1080/10580530.2012.716736
3218,10.3934/jimo.2015.11.1089
3219,10.1111/j.1540-5915.2006.00124.x
3220,10.1080/00207540903564918
3221,10.1111/jiec.12135
3222,10.1111/deci.12146
3223,10.1057/dbm.2008.8
3224,10.1111/j.1745-6622.2012.00377.x
3225,10.1080/17517575.2013.866697
3226,10.1080/07421222.2014.995557
3227,10.1287/mnsc.1120.1675
3228,10.1080/00207543.2012.727490
3229,10.1007/s10257-012-0202-z
3230,10.1007/s11235-011-9491-7
3231,10.1007/s10845-012-0683-0
3232,10.1080/15533610802077164
3233,10.1111/j.0306-686X.2005.00586.x
3234,10.1145/2594413.2594422
3235,10.1300/J049v14n03_01
3236,10.1007/s10490-014-9403-y
3237,10.1109/MS.2014.25
3238,10.1080/03610926.2013.815207
3239,10.1111/j.1467-9299.2011.02008.x
3240,10.3846/1648-715X.2009.13.129-142
3241,10.1002/asi.20790
3242,10.1300/J179v06n03_03
3243,10.1111/j.1468-2419.2010.00361.x
3244,10.1007/s11067-005-2630-5
3245,10.1002/asi.20135
3246,10.1111/j.1467-9671.2007.01078.x
3247,10.1007/s11235-009-9206-5
3248,10.1145/1963559.1963561
3249,10.1080/10580530.2013.773806
3250,10.1080/09613218.2015.1004150
3251,10.1002/sres.702
3252,10.1145/2382438.2382445
3253,10.1007/s11235-009-9233-2
3254,10.1007/s10729-007-9037-4
3255,10.1377/hlthaff.2014.0099
3256,10.1377/hlthaff.2010.1022
3257,10.1080/01930820903260465
3258,10.1007/s10479-007-0291-0
3259,10.1287/ijoc.1120.0520
3260,10.1049/iet-com.2009.0163
3261,10.1002/sres.2221
3262,10.1080/0951192X.2012.731611
3263,10.1111/j.1745-493x.2012.03287.x
3264,10.2105/AJPH.2014.302103
3265,10.1080/00343400601120270
3266,10.1057/palgrave.dam.3650062
3267,10.1080/00207543.2011.593006
3268,10.1145/1232743.1232753
3269,10.1080/10426914.2010.499578
3270,10.1007/s00182-008-0130-9
3271,10.1007/s10257-011-0186-0
3272,10.1002/ecj.10370
3273,10.1002/asi.22709
3274,10.1177/0143624414522133
3275,10.1377/hlthaff.2012.0841
3276,10.1049/cce:20060102
3277,10.1007/s11257-008-9050-4
3278,10.3233/IP-2009-0172
3279,10.1061/(ASCE)CO.1943-7862.0000773
3280,10.1111/j.1468-0009.2008.00523.x
3281,10.1002/asi.21122
3282,10.1377/hlthaff.2011.0876
3283,10.1080/0951192X.2012.717717
3284,10.1007/s10660-013-9123-2
3285,10.1377/hlthaff.2011.0912
3286,10.1287/ijoc.1080.0294
3287,10.1080/17517575.2010.482676
3288,10.1080/09640560903399780
3289,10.1287/isre.2014.0551
3290,10.1002/kpm.1445
3291,10.2308/isys-50694
3292,10.1111/j.1468-005X.2007.00183.x
3293,10.2308/isys-50679
3294,10.1287/ijoc.1060.0197
3295,10.1080/03088839.2013.856524
3296,:10.1145/1978542.1978557
3297,10.1080/00207540802230363
3298,10.1007/s10845-011-0585-6
3299,10.1007/s11156-013-0364-x
3300,10.1002/sres.1001
3301,10.1061/(ASCE)ME.1943-5479.0000016
3302,10.1007/s10257-007-0071-z
3303,10.1080/00207540701441939
3304,10.1287/msom.1080.0246
3305,10.5465/AMLE.2009.41788846
3306,10.1080/00207540600664144
3307,10.1145/1592761.1592790
3308,10.1080/14783363.2013.867608
3309,10.1080/09654313.2013.786682
3310,10.1007/s10551-007-9479-0
3311,10.1007/s10589-011-9423-1
3312,10.1111/j.1540-6296.2007.00117.x
3313,10.1080/00207543.2015.1056320
3314,10.1080/10580530.2011.585580
3315,10.3846/tede.2010.23
3316,10.1057/fsm.2008.13
3317,10.2308/jmar-50160
3318,10.1080/00207543.2014.944627
3319,10.1111/deci.12118
3320,10.1111/j.1467-8659.2009.01704.x
3321,10.1111/j.1937-5956.2009.01057.x
3322,10.1007/s10490-006-6116-x
3323,10.1111/j.1467-9779.2006.00288.x
3324,10.1287/mnsc.1120.1600
3325,10.1108/02756660710746265
3326,10.1080/0951192X.2010.531288
3327,10.1145/2063176.2063204
3328,10.1287/isre.1110.0390
3329,10.1002/asi.22883
3330,10.1080/00207543.2015.1081426
3331,10.1080/00207540600919571
3332,10.1080/01972243.2010.489500
3333,10.1111/j.1468-5957.2007.02061.x
3334,10.2308/isys-50556
3335,10.1007/s10257-014-0249-0
3336,10.1287/inte.1090.0482
3337,10.1002/asi.20396
3338,10.1145/1042091.1042113
3339,10.1080/00207540500142936
3340,10.1061/(ASCE)CO.1943-7862.0000126
3341,10.1049/ip-cdt:20045117
3342,10.1057/palgrave.rpm.5160088
3343,10.1002/asi.23243
3344,10.1049/iet-com.2009.0453
3345,10.1080/00343404.2012.675054
3346,10.1111/1753-6405.12195
3347,10.1145/1646353.1646392
3348,10.1111/abac.12016
3349,10.1145/1966385.1966389
3350,10.1007/s10257-014-0260-5
3351,10.1080/07421222.2015.1063287
3352,10.1080/0144929X.2012.687770
3353,10.1145/1862919.1862925
3354,10.1080/00207540802311114
3355,10.1007/s10207-008-0058-x
3356,10.1093/imaman/dpp011
3357,10.1007/s10726-012-9335-1
3358,10.1287/isre.2015.0567
3359,10.1080/10580530.2013.739899
3360,10.1080/00207543.2014.948972
3361,10.5465/amle.2014.0121
3362,10.1061/(ASCE)0733-9364(2007)133:3(242)
3363,10.1007/s10806-007-9078-1
3364,10.1080/01972240903212789
3365,10.1080/09613218.2013.763714
3366,10.1007/s10479-014-1573-y
3367,10.1080/00207540500142423
3368,10.1080/00207721.2013.828799
3369,10.1080/17517575.2012.745617
3370,10.1080/07474938.2013.825181
3371,10.1080/0376835X.2014.984378
3372,10.1057/dbm.2010.5
3373,10.1080/00207540500070426
3374,10.1002/asmb.600
3375,10.1007/s10257-010-0153-1
3376,10.1002/sres.717
3377,10.1080/08920750600860233
3378,10.2308/isys-50899
3379,10.2753/JEC1086-4415110401
3380,10.3233/IFS-141512
3381,10.1377/hlthaff.2012.1133
3382,10.1080/0951192X.2014.880809
3383,10.1080/0740817X.2015.1019162
3384,10.1111/j.1540-6210.2011.02226.x
3385,10.1287/ijoc.1050.0143
3386,10.1080/10580530.2015.1018776
3387,10.1080/0740817X.2012.757679
3388,10.1080/14775080801972023
3389,10.1080/09640568.2012.743881
3390,10.3233/IFS-141355
3391,10.3401/poms.1080.0034
3392,10.1111/j.1365-2575.2011.00384.x
3393,10.1145/1047671.1047706
3394,10.1080/00987913.2015.1069527
3395,10.1080/08982110903188292
3396,10.1287/isre.2015.0585
3397,10.1007/s10479-012-1082-9
3398,10.1061/(ASCE)CO.1943-7862.0000656
3399,10.1111/j.1467-9671.2009.01166.x
3400,10.1787/246402531617
3401,10.1080/10580530.2013.739896
3402,10.3233/JCS-130468
3403,10.1080/0144929X.2010.516018
3404,10.1287/opre.1100.0880
3405,10.1002/asi.23148
3406,10.1377/hlthaff.2014.0375
3407,10.1287/isre.1100.0280
3408,10.1080/01449290600709111
3409,10.1287/isre.1110.0393
3410,10.1080/1051712X.2014.979587
3411,10.3233/JCS-2008-0349
3412,10.1145/1226736.1226739
3413,10.1007/s10257-008-0107-z
