,author_name
10193,"(H., Sharifi)"
10194,"(N. D., Burns)"
10195,"(C. J., Backhouse)"
10196,"(Shun, Cai)"
10197,"(Robert, De Souza)"
10198,"(Gang, Li)"
10199,"(Jung Hoon, Lee)"
10200,"(Hye Jung, Shim)"
10201,"(Kyung Kyu, Kim)"
10202,"(Susan V., Scott)"
10203,"(Daisy, Yeung)"
10204,"(Martin, Skitmore)"
10205,"(Serhat, Kologlugil)"
10206,"(Melissa, Mazmanian)"
10207,"(Wanda J., Orlikowski)"
10208,"(JoAnne, Yates)"
10209,"(Liang Chuan, Wu)"
10210,"(Liang Hong, Wu)"
10211,"(D., Leventhal)"
10212,"(A. S., Lewis)"
10213,"(Saed, Alizamir)"
10214,"(Francis, de Véricourt)"
10215,"(Onur B., Tokdemir)"
10216,"(Cenk, Balcik)"
10217,"(Nehaluddin, Ahmad)"
10218,"(Saurabh, Chaturvedi)"
10219,"(Robert, Gregory)"
10220,"(Zsuzsanna, Lonti)"
10221,"(Thawatchai, Jitpaiboon)"
10222,"(David D., Dobrzykowski)"
10223,"(Myriam, Lamolle)"
10224,"(Ludovic, Menet)"
10225,"(Chan, Le Duc)"
10226,"(Jun, Sun)"
10227,"(Tara E., Murray)"
10228,"(Heinz Roland, Weistroffer)"
10229,"(Bo, Gu)"
10230,"(Xiaoyan, Hong)"
10231,"(Pu, Wang)"
10232,"(Ismat Ara, Begum)"
10233,"(Mohammad Jahangir, Alam)"
10234,"(Jeroen, Buysse)"
10235,"(Aymen, Frija)"
10236,"(Guido, van Huylenbroeck)"
10237,"(Purna, Sudhakar)"
10238,"(Ayesha, Farooq)"
10239,"(Sanghamitra, Patnaik)"
10240,"(Liang, Chen)"
10241,"(Scott, Ellis)"
10242,"(Clyde, Holsapple)"
10243,"(A. Da, Veiga)"
10244,"(J. H. P., Eloff)"
10245,"(Christopher, Baum)"
10246,"(Mustafa, Caglayan)"
10247,"(Neslihan, Ozkan)"
10248,"(Ying Ming, Wang)"
10249,"(Kirsi, Aaltonen)"
10250,"(Jaakko, Kujala)"
10251,"(Laura, Havela)"
10252,"(Grant, Savage)"
10253,"(Sherrie Drye, Cannoy)"
10254,"(James P., Nehf)"
10255,"(Chao, Yao)"
10256,"(Anoop, Singhal)"
10257,"(Henry S., Schneider)"
10258,"(David, Nuñez)"
10259,"(Isaac, Agudo)"
10260,"(Howard S., Gitlow)"
10261,"(María José, Sanzo)"
10262,"(Luis Ignacio, Álvarez)"
10263,"(Marta, Rey)"
10264,"(Nuria, García)"
10265,"(Jonathan D., Jones)"
10266,"(William W., Lang)"
10267,"(Peter J., Nigro)"
10268,"(Kyle, Eyvindson)"
10269,"(Annika, Kangas)"
10270,"(Ariel, Rabkin)"
10271,"(Randy Howard, Katz)"
10272,"(Minkyun, Kim)"
10273,"(Raj, Sharman)"
10274,"(Catherine P., Cook-Cottone)"
10275,"(Shambhu J., Upadhyaya)"
10276,"(Eva, Klien)"
10277,"(Fiona Fui-Hoon, NAH)"
10278,"(Keng, SIAU)"
10279,"(Yuhong., TIAN)"
10280,"(Theofanis, Tsoulouhas)"
10281,"(Robert, Sainsbury)"
10282,"(Sweta, Sneha)"
10283,"(Ari, Schwartz)"
10284,"(Sakesun, Suthummanon)"
10285,"(Wanida, Ratanamanee)"
10286,"(Nirachara, Boonyanuwat)"
10287,"(Pieanpon, Saritprit)"
10288,"(Yen, Tran)"
10289,"(Volker, Mahnke)"
10290,"(Björn, Ambos)"
10291,"(D. R., Newman)"
10292,"(U., Doherty)"
10293,"(M. Rami, Ghorab)"
10294,"(Dong, Zhou)"
10295,"(Alexander, O'Connor)"
10296,"(Vincent, Wade)"
10297,"(Sheila, Mukerjee)"
10298,"(M., Ko)"
10299,"(K. W., Kizer)"
10300,"(A. B., Bindman)"
10301,"(Z., Ren)"
10302,"(G. Q., Shen)"
10303,"(X. L., Xue)"
10304,"(Amir, Semmo)"
10305,"(Matthias, Trapp)"
10306,"(Jan Eric, Kyprianidis)"
10307,"(Jürgen, Döllner)"
10308,"(Jack S., Hsu)"
10309,"(Yin Hung, Chen)"
10310,"(Hsieh Hong, Huang)"
10311,"(Liisa, Välikangas)"
10312,"(Quintus, Jett)"
10313,"(Enrique, Bonsón)"
10314,"(Tomás, Escobar)"
10315,"(Francisco, Flores)"
10316,"(Ellen Bolman, Pullins)"
10317,"(Jean-Stéphane, Ulmer)"
10318,"(Jean-Pierre, Belaud)"
10319,"(Jean-Marc, Le Lann)"
10320,"(Ze Lin, Liu)"
10321,"(You Bai, Xie)"
10322,"(S, McLaughlin)"
10323,"(Natalie, Kink)"
10324,"(M. Sirajul, Islam)"
10325,"(Václav, Talhofer)"
10326,"(S., Hošková-Mayerová)"
10327,"(Alois, Hofmann)"
10328,"(Luca, Gastaldi)"
10329,"(Antonio, Ghezzi)"
10330,"(Riccardo, Mangiaracina)"
10331,"(Marcelo N., Cortimiglia)"
10332,"(Mateus, Zanatta)"
10333,"(Fernando G., Amaral)"
10334,"(Katherine E., Watkins)"
10335,"(Harold Alan, Pincus)"
10336,"(Susan, Paddock)"
10337,"(Brad, Smith)"
10338,"(Abigail, Woodroffe)"
10339,"(Carrie, Farmer)"
10340,"(Melony E., Sorbero)"
10341,"(Marcela, Horvitz-Lennon)"
10342,"(Thomas, Mannle)"
10343,"(Kimberly A., Hepner)"
10344,"(André, Rossi)"
10345,"(Jianfeng, Zhang)"
10346,"(Yinsheng, Li)"
10347,"(Shiwa S., Fu)"
10348,"(I, Herrero)"
10349,"(J L, Salmeron)"
10350,"(Vasvi, Udupa)"
10351,"(Radhakrishna, Nayak)"
10352,"(None, Seema)"
10353,"(Lei, Zhang)"
10354,"(Gui-zhen, He)"
10355,"(Arthur P.J., Mol)"
10356,"(Yong-long, Lu)"
10357,"(Mitchell a., Farlee)"
10358,"(Staa, Milojevi??)"
10359,"(James L, Perry)"
10360,"(Trent A, Engbers)"
10361,"(So Yun, Jun)"
10362,"(Diana, Eastman)"
10363,"(Meredith B., Rosenthal)"
10364,"(S., Borgia)"
10365,"(S., Pellegrinelli)"
10366,"(S., Petrò)"
10367,"(T., Tolio)"
10368,"(Sunderesh S., Heragu)"
10369,"(Charles J., Malmborg)"
10370,"(Rui, Chen)"
10371,"(Ketan, Banjara)"
10372,"(Jeff, Wilbur)"
10373,"(Mark, Ardis)"
10374,"(Pierre, Bourque)"
10375,"(Thomas, Hilburn)"
10376,"(Kahina, Lasfer)"
10377,"(Scott, Lucero)"
10378,"(James, McDonald)"
10379,"(Art, Pyster)"
10380,"(Mary, Shaw)"
10381,"(Ju An, Wang)"
10382,"(Minzhe, Guo)"
10383,"(Hao, Wang)"
10384,"(Linfeng, Zhou)"
10385,"(Joan, Baiget)"
10386,"(Agustí, Canals)"
10387,"(William, Jensen)"
10388,"(Tomasz, Czajkowski)"
10389,"(Grzegorz, Szymański)"
10390,"(Hendry, Raharjo)"
10391,"(Min, Xie)"
10392,"(Thong Ngee, Goh)"
10393,"(Aarnout C., Brombacher)"
10394,"(Julia, Nafziger)"
10395,"(Heiner, Schumacher)"
10396,"(Elena, Revilla)"
10397,"(Maria Jesús, Sáenz)"
10398,"(Desirée, Knoppen)"
10399,"(Simon C.H., Chan)"
10400,"(Shu C., Liu)"
10401,"(Chich Hung, Chung)"
10402,"(W. Randy, Evans)"
10403,"(Walter D., Davis)"
10404,"(Núria, Ferran-Ferrer)"
10405,"(Julià, Minguillõn)"
10406,"(Mario, Pérez-Montoro)"
10407,"(Herbert, Moskowitz)"
10408,"(Paul, Drnevich)"
10409,"(Okan, Ersoy)"
10410,"(Kemal, Altinkemer)"
10411,"(Alok, Chaturvedi)"
10412,"(Valeria, Carlson)"
10413,"(Marita J., Chilton)"
10414,"(Liza C., Corso)"
10415,"(Leslie M., Beitsch)"
10416,"(Paul W., Armstrong)"
10417,"(Andrei, Sabelfeld)"
10418,"(David, Sands)"
10419,"(Dirk, Riehle)"
10420,"(Marshall, Breeding)"
10421,"(James S., Kahn)"
10422,"(Veenu, Aulakh)"
10423,"(Adam, Bosworth)"
10424,"(Sean, Nicholson)"
10425,"(Mark V., Pauly)"
10426,"(Anita Ya Jung, Wu)"
10427,"(James F., Murray)"
10428,"(Marc L., Berger)"
10429,"(James R., Fries)"
10430,"(John R., James)"
10431,"(Ling, He)"
10432,"(Judith, Swan)"
10433,"(Nancy, Breen)"
10434,"(Linda, Burhansstipanov)"
10435,"(Delight E., Satter)"
10436,"(William W., Davis)"
10437,"(Timothy, McNeel)"
10438,"(C. Matthew, Snipp)"
10439,"(Tapio, Niemi)"
10440,"(Miika, Tuisku)"
10441,"(Ari-pekka, Hameri)"
10442,"(Tamara, Curtin)"
10443,"(Isabel, Gutierrez)"
10444,"(Jordi, Surroca)"
10445,"(Helal, Al-Hamadi)"
10446,"(Kalim, Qureshi)"
10447,"(Alireza A., Nezhad)"
10448,"(Ali, Miri)"
10449,"(Dimitris, Makrakis)"
10450,"(Luis O., Barbosa)"
10451,"(Subhankar, Bhattacharya)"
10452,"(Edward, Scott)"
10453,"(Magan, Arthur)"
10454,"(Niall C., Piercy)"
10455,"(Ravi, Aron)"
10456,"(Shantanu, Dutta)"
10457,"(Praveen A., Pathak)"
10458,"(Ramesh, Sankaranarayanan)"
10459,"(Arun, Sundararajan)"
10460,"(Christian, Fischer)"
10461,"(Joerg Kurt, Wegner)"
10462,"(Egon, Willighagen)"
10463,"(Aaron, Sterling)"
10464,"(Rajarshi, Guha)"
10465,"(Andreas, Bender)"
10466,"(Jean-Loup, Faulon)"
10467,"(Janna, Hastings)"
10468,"(Noel, O'Boyle)"
10469,"(John, Overington)"
10470,"(Herman, Van Vlijmen)"
10471,"(Jianqing, Fan)"
10472,"(Yingying, Li)"
10473,"(Ke, Yu)"
10474,"(Kenneth J., Harris)"
10475,"(Ranida B., Harris)"
10476,"(Zsolt, Katona)"
10477,"(William, Rand)"
10478,"(Biswadip, Ghosh)"
10479,"(Jan Michael, Ross)"
10480,"(Dmitry, Sharapov)"
10481,"(Kristian F D, Rietveld)"
10482,"(Harry A G, Wijshoff)"
10483,"(Leo F., Goodstadt)"
10484,"(Regina, Connolly)"
10485,"(Frank, Bannister)"
10486,"(Jin Cherng, Lin)"
10487,"(Kuo Chiang, Wu)"
10488,"(Ting Yu, Chen)"
10489,"(Suman, Lodh)"
10490,"(Monomita, Nandy)"
10491,"(Jean, Chen)"
10492,"(Jose E., Ramirez-Marquez)"
10493,"(David W., Coit)"
10494,"(Michael, Tortorella)"
10495,"(Antonella, Zucchella)"
10496,"(Alfonso, Siano)"
10497,"(W Clifton, Baldwin)"
10498,"(Brian, Sauser)"
10499,"(John, Boardman)"
10500,"(Lawrence, John)"
10501,"(George A., Karathanassis)"
10502,"(Vasilios I., Sogiakas)"
10503,"(Peter J., Haas)"
10504,"(Richard, Fulford)"
10505,"(Andrea, Hausmann)"
10506,"(Jon, Schupp)"
10507,"(Mukul, Krishna)"
10508,"(Sally M., Lloyd-Bostock)"
10509,"(Bridget M., Hutter)"
10510,"(Nicolas P.B., Bollen)"
10511,"(Robert E., Whaley)"
10512,"(Rebecca, Piekkari)"
10513,"(Phillip C., Nell)"
10514,"(Pervez N., Ghauri)"
10515,"(Sunita, Goel)"
10516,"(Jagdish, Gangolly)"
10517,"(Jonny, Holmström)"
10518,"(Lynette, Kvasny)"
10519,"(A. F., Cutting-Decelle)"
10520,"(M., Gruninger)"
10521,"(Kathy, Monks)"
10522,"(Gráinne, Kelly)"
10523,"(Edel, Conway)"
10524,"(Patrick, Flood)"
10525,"(Katie, Truss)"
10526,"(Enda, Hannon)"
10527,"(Ola, Ahlqvist)"
10528,"(Thomas, Loffing)"
10529,"(Jay, Ramanathan)"
10530,"(Austin, Kocher)"
10531,"(Xianghua, Lu)"
10532,"(Saartje, Cromheecke)"
10533,"(Greet, Van Hoye)"
10534,"(Filip, Lievens)"
10535,"(Kaiquan, Xu)"
10536,"(Stephen Shaoyi, Liao)"
10537,"(Raymond Y.K., Lau)"
10538,"(Xin, Xu)"
10539,"(Ajay Kumar, Behera)"
10540,"(Narayan C., Nayak)"
10541,"(Harish C., Das)"
10542,"(Jie, Xue)"
10543,"(Jiang-Hong, Ma)"
10544,"(I. Lin, Wang)"
10545,"(Yi Chi, Wang)"
10546,"(Chih Wei, Chen)"
10547,"(Frank, McSherry)"
10548,"(John, Stephan)"
10549,"(Joel, Brockner)"
10550,"(Chienting, Lin)"
10551,"(Zorana, Ercegovac)"
10552,"(L., Ding)"
10553,"(A., Ball)"
10554,"(C., McMahon)"
10555,"(M., Patel)"
10556,"(Gail R, Wilensky)"
10557,"(Chad A., Simon)"
10558,"(Gang Henry, Wu)"
10559,"(Hyun Woo, Jeon)"
10560,"(Marco, Taisch)"
10561,"(Vittaldas V., Prabhu)"
10562,"(Chung Ho, Noh)"
10563,"(Seok Lyong, Lee)"
10564,"(Deok Hwan, Kim)"
10565,"(Chin Wan, Chung)"
10566,"(Sang Hee, Kim)"
10567,"(Bridgette, Wessels)"
10568,"(Sarah, Walsh)"
10569,"(Elaine, Adam)"
10570,"(Gregory A., DeCroix)"
10571,"(Jing-Sheng, Song)"
10572,"(Paul H., Zipkin)"
10573,"(Paola, Manzini)"
10574,"(Abdolkarim, Sadrieh)"
10575,"(Nicolaas J., Vriend)"
10576,"(Shalom, Levy)"
10577,"(Israel D., Nebenzahl)"
10578,"(Stephen J., Brown)"
10579,"(Dimitrios, Koukopoulos)"
10580,"(Georgios, Styliaras)"
10581,"(MOHAMMED ALAA H., ALTEMIMI)"
10582,"(MOHAMAD SHANUDIN, ZAKARIA)"
10583,"(Ana Rita, Salgueiro)"
10584,"(Henrique Garcia, Pereira)"
10585,"(Maria Teresa, Rico)"
10586,"(Gerado, Benito)"
10587,"(Andrés, Díez-Herreo)"
10588,"(Verena, Ebner)"
10589,"(Catherine E., Tucker)"
10590,"(Hsiao-Lan, Wei)"
10591,"(Kuan-Yu, Lin)"
10592,"(Hsi-Peng, Lu)"
10593,"(I-Hsin, Chuang)"
10594,"(Avi, Herbon)"
10595,"(Yu, Sun)"
10596,"(Yueguo, Chen)"
10597,"(Xiaoyong, Du)"
10598,"(Paul, Gilman)"
10599,"(Tse Ming, Tsai)"
10600,"(Wen Shih, Huang)"
10601,"(Ching Chung, Chang)"
10602,"(Fu Tsang, Wu)"
10603,"(Seng Cho Timothy, Chou)"
10604,"(Guo, Jian)"
10605,"(Yinglin, Wang)"
10606,"(Johann C.K.H., Riedel)"
10607,"(Chun Ming, Chang)"
10608,"(Asil, Oztekin)"
10609,"(Foad, Mahdavi)"
10610,"(Kaustubh, Erande)"
10611,"(Zhenyu, Kong)"
10612,"(Leva K., Swim)"
10613,"(Louis, Leung)"
10614,"(Fang-Yi, Shen)"
10615,"(Yu-Neng, Fan)"
10616,"(Z. L., Yang)"
10617,"(J., Wang)"
10618,"(S., Bonsall)"
10619,"(Q. G., Fang)"
10620,"(Mario, Rapaccini)"
10621,"(Nicola, Saccani)"
10622,"(Giuditta, Pezzotta)"
10623,"(Thomas, Burger)"
10624,"(Walter, Ganz)"
10625,"(Changez, Khan)"
10626,"(Sajid, Anwar)"
10627,"(Shariq, Bashir)"
10628,"(Abdul, Rauf)"
10629,"(Adnan, Amin)"
10630,"(Andres, Boza)"
10631,"(Angel, Ortiz)"
10632,"(Juliet A., Musso)"
10633,"(Christopher, Weare)"
10634,"(Nail, Oztas)"
10635,"(William E., Loges)"
10636,"(Abhishek Narain, Singh)"
10637,"(Arnold, Picot)"
10638,"(Johann, Kranz)"
10639,"(M. P., Gupta)"
10640,"(Amitabh, Ojha)"
10641,"(Insu, Park)"
10642,"(Amit, Bhatnagar)"
10643,"(Mila, Lazarova)"
10644,"(Michael, Morley)"
10645,"(Shaun, Tyson)"
10646,"(Po Jung, Lai)"
10647,"(Ivan K.W., Lai)"
10648,"(Viny W.L., Tong)"
10649,"(Lars, Albinsson)"
10650,"(Gregory, Curtin)"
10651,"(Olov, Forsgren)"
10652,"(Maria, Wall)"
10653,"(Janice, Yan Xin)"
10654,"(Simona, Popa)"
10655,"(Teoh, Ai Ping)"
10656,"(Celso C., Ribeiro)"
10657,"(Sebastián, Urrutia)"
10658,"(Basilis, Boutsinas)"
10659,"(G. Q., Huang)"
10660,"(J. S.K., Lau)"
10661,"(K. L., Mak)"
10662,"(L., Liang)"
10663,"(Miles, Efron)"
10664,"(Megan, Winget)"
10665,"(Dongcheol, Heo)"
10666,"(Ernst, Kesseler)"
10667,"(Gerrill, Griffith)"
10668,"(Pei Cheng, Chang)"
10669,"(Jin, Chen)"
10670,"(Cheng, Zhang)"
10671,"(Sumit, Gulwani)"
10672,"(William R., Harris)"
10673,"(Rishabh, Singh)"
10674,"(Jan Bert, Maas)"
10675,"(Paul C., van Fenema)"
10676,"(Joseph, Soeters)"
10677,"(A, Narayanan)"
10678,"(E P, Robinson)"
10679,"(J., Guo)"
10680,"(Subhash, Wadhwa)"
10681,"(None, Bibhushan)"
10682,"(Kim E., Van Oorschot)"
10683,"(Henk, Akkermans)"
10684,"(Kishore, Sengupta)"
10685,"(Luk N., Van Wassenhove)"
10686,"(Deepa K., Ray)"
10687,"(Nicholas C., Romano)"
10688,"(Yucheng, Kao)"
10689,"(Chia Hsien, Lin)"
10690,"(Vinay V., Panicker)"
10691,"(William, Meezan)"
10692,"(S. W., Howard)"
10693,"(S. L., Bernell)"
10694,"(J., Yoon)"
10695,"(J., Luck)"
10696,"(C. M., Ranit)"
10697,"(Jared Lane K, Maeda)"
10698,"(Anthony T, Lo Sasso)"
10699,"(N., Giannelos)"
10700,"(N., Papakostas)"
10701,"(D., Mourtzis)"
10702,"(Daniel J., Weitzner)"
10703,"(Harold, Abelson)"
10704,"(Tim, Berners-Lee)"
10705,"(Joan, Feigenbaum)"
10706,"(James, Hendler)"
10707,"(Gerald Jay, Sussman)"
10708,"(Francisco Requena, Silvente)"
10709,"(Juana Castillo, Giménez)"
10710,"(Tat Y., Chan)"
10711,"(Jia, Li)"
10712,"(Ruey-Shiang, Guh *)"
10713,"(Andrew S., Chang)"
10714,"(William, Ibbs)"
10715,"(Abdullah, Konak)"
10716,"(Seung Hyun, Jeong)"
10717,"(Alvaro A.A., Fernandes)"
10718,"(Mark, Guttenbrunner)"
10719,"(Andreas, Rauber)"
10720,"(Alain, Wegmann)"
10721,"(Lam Son, Lê)"
10722,"(Gil, Regev)"
10723,"(Bryan, Wood)"
10724,"(Sven, Hartmann)"
10725,"(Sebastian, Link)"
10726,"(Tolga, Kaya)"
10727,"(Cengiz, Kahraman)"
10728,"(Zhi Chao, Liu)"
10729,"(Yong, Ye)"
10730,"(Sriram, Shankar)"
10731,"(Wen Chin, Tsao)"
10732,"(Ming Tsang, Hsieh)"
10733,"(Kuang, Xu)"
10734,"(Diane, Crawford)"
10735,"(Daniel, Boos)"
10736,"(Hannes, Guenter)"
10737,"(Gudela, Grote)"
10738,"(Katharina, Kinder)"
10739,"(Baldur, Kristjánsson)"
10740,"(Remko, Helms)"
10741,"(Sjaak, Brinkkemper)"
10742,"(Mingyong, Lai)"
10743,"(Hongming, Yang)"
10744,"(Songping, Yang)"
10745,"(Junhua, Zhao)"
10746,"(Yan, Xu)"
10747,"(Ming Che, Kuo)"
10748,"(Jane, Cleland-Huang)"
10749,"(Paula, Laurent)"
10750,"(R. G., Walker)"
10751,"(Gaute, Wangen)"
10752,"(Krishnamurty, Muralidhar)"
10753,"(Tzu Fu, Chiu)"
10754,"(Wojtek, Michalowski)"
10755,"(Szymon, Wilk)"
10756,"(Anthony, Thijssen)"
10757,"(Mingmei, Li)"
10758,"(Spiros P., Gounaris)"
10759,"(Carel Nicolaas, Bezuidenhout)"
10760,"(Shamim, Bodhanya)"
10761,"(Thawani, Sanjika)"
10762,"(Milindi, Sibomana)"
10763,"(Gordon Louis Nelson, Boote)"
10764,"(Roger, Flage)"
10765,"(Enrico, Zio)"
10766,"(Piero, Baraldi)"
10767,"(Erika G., Martin)"
10768,"(Roderick H., Macdonald)"
10769,"(Lou C., Smith)"
10770,"(Daniel E., Gordon)"
10771,"(James M., Tesoriero)"
10772,"(Franklin N., Laufer)"
10773,"(Shu Yin J., Leung)"
10774,"(Daniel A., O'Connell)"
10775,"(Liwen, Vaughan)"
10776,"(Katrin, Schöttle)"
10777,"(Ralf, Werner)"
10778,"(Peter, Tsasis)"
10779,"(Susan M., Owen)"
10780,"(Ming-Tien, Tsai)"
10781,"(Kou-Wei, Lee)"
10782,"(Wen-Hui, Tung)"
10783,"(Mark E, Lewis)"
10784,"(Cuihong, Li)"
10785,"(Sai Srinivas, Nageshwaraniyer)"
10786,"(Dongeun, Lee)"
10787,"(Junhee, Ryu)"
10788,"(Heonshik, Shin)"
10789,"(Kathleen, Hartford)"
10790,"(Robert, Carey)"
10791,"(James, Mendonca)"
10792,"(Rustam, Shadiev)"
10793,"(Wu Yuin, Hwang)"
10794,"(Yu Shu, Yang)"
10795,"(M. L., Yuan)"
10796,"(S. K., Ong)"
10797,"(A. Y. C., Nee)"
10798,"(Anthony J, Dukes)"
10799,"(Kannan, Srinivasan)"
10800,"(Joris J., Ebbers)"
10801,"(Nachoem M., Wijnberg)"
10802,"(Jeon G., Kim)"
10803,"(Stephen M., Disney)"
10804,"(Terry P., Harrison)"
10805,"(Dean, Chatfield)"
10806,"(Hyung, Ahn)"
10807,"(Dongdong, Ge)"
10808,"(Zizhuo, Wang)"
10809,"(Joshua M., Averbeck)"
10810,"(Kevin B., Wright)"
10811,"(Qingyun, Dai)"
10812,"(Runyang, Zhong)"
10813,"(Ting, Qu)"
10814,"(T. Y., Luo)"
10815,"(Nasreddine, Aoumeur)"
10816,"(Chih Chiang, Tien)"
10817,"(Mohamed, Essawy)"
10818,"(Gerry, Fairbrother)"
10819,"(Tara, Trudnak)"
10820,"(Ronda, Christopher)"
10821,"(Mona, Mansour)"
10822,"(Keith, Mandel)"
10823,"(John, Mullins)"
10824,"(Randy, Komisar)"
10825,"(O., Tzoraki)"
10826,"(M., Kritsotakis)"
10827,"(E., Baltas)"
10828,"(Jaehun, Lee)"
10829,"(Kiwook, Jung)"
10830,"(Bo Hyun, Kim)"
10831,"(Yun, Peng)"
10832,"(Hyunbo, Cho)"
10833,"(Elzbieta, Lepkowska-White)"
10834,"(Kate, Imboden)"
10835,"(Michael, Macdonnell)"
10836,"(Wen Chuan, Lee)"
10837,"(Ching Wen, Hong)"
10838,"(Jong Wuu, Wu)"
10839,"(C, Ma)"
10840,"(W H, Tang)"
10841,"(Z, Yang)"
10842,"(Q H, Wu)"
10843,"(J, Fitch)"
10844,"(Hanping, Hou)"
10845,"(Xian-Ping, Jiang)"
10846,"(Gui-Wu, Wei)"
10847,"(Vinod, Venkatraman)"
10848,"(Angelika, Dimoka)"
10849,"(Khoi, Vo)"
10850,"(William, Hampton)"
10851,"(Bryan, Bollinger)"
10852,"(Hal E., Hershfield)"
10853,"(Masakazu, Ishihara)"
10854,"(Russell S., Winer)"
10855,"(A., Adriansyah)"
10856,"(J., Munoz-Gama)"
10857,"(J., Carmona)"
10858,"(Wai, Lam)"
10859,"(Ki, Chan)"
10860,"(Dragomir, Radev)"
10861,"(Horacio, Saggion)"
10862,"(Simone, Teufel)"
10863,"(Peter A., Boncz)"
10864,"(Stefan, Manegold)"
10865,"(Michael, Shwartz)"
10866,"(Joseph D., Restuccia)"
10867,"(Makoto, Matsuo)"
10868,"(Katsuo, Hayakawa)"
10869,"(Katsuyoshi, Takashima)"
10870,"(Edleno Silva de, Moura)"
10871,"(Celia Francisca dos, Santos)"
10872,"(Bruno Dos santos de, Araujo)"
10873,"(Altigran Soares da, Silva)"
10874,"(Pavel, Calado)"
10875,"(Mario A., Nascimento)"
10876,"(Zhengping, Wu)"
10877,"(Alfred C., Weaver)"
10878,"(Gabriel, Natividad)"
10879,"(Gang, Peng)"
10880,"(Atanu, Lahiri)"
10881,"(Emma, Brandon-Jones)"
10882,"(Brian, Squire)"
10883,"(Yvonne G T, Van Rossenberg)"
10884,"(Nahed Amin, Azab)"
10885,"(Muhammad Mustafa, Kamal)"
10886,"(Maged, Ali)"
10887,"(Erkan A., Karaman)"
10888,"(Huy V., Vo)"
10889,"(Bongsug, Chae)"
10890,"(Jens S., Jensen)"
10891,"(Stefan C., Gottlieb)"
10892,"(Christian L., Thuesen)"
10893,"(J. P., Marney)"
10894,"(Heather, Tarbert)"
10895,"(Jos, Koetsier)"
10896,"(Marco, Guidi)"
10897,"(R.M., Richert)"
10898,"(K.M., Cicconi)"
10899,"(M.J., Gamroth)"
10900,"(Y.H., Schukken)"
10901,"(K.E., Stiglbauer)"
10902,"(P.L., Ruegg)"
10903,"(Henny, Leemkuil)"
10904,"(Ton, De Jong)"
10905,"(David, Wastell)"
10906,"(Romina, García-Chas)"
10907,"(Edelmira, Neira-Fontela)"
10908,"(Carmen, Castro-Casal)"
10909,"(Carolyn, Fischer)"
10910,"(Thomas, Sterner)"
10911,"(Keith, Wright)"
10912,"(Ko Ko, Lwin)"
10913,"(Yuji, Murayama)"
10914,"(Scott, Aaronson)"
10915,"(Edward, Farhi)"
10916,"(David, Gosset)"
10917,"(Avinatan, Hassidim)"
10918,"(Jonathan, Kelner)"
10919,"(Andrew, Lutomirski)"
10920,"(Hsiu Fen, Lin)"
10921,"(Manhyun, Chung)"
10922,"(Younghoon, Lee)"
10923,"(Taeshik, Shon)"
10924,"(Jongsub, Moon)"
10925,"(Grace, Agnew)"
10926,"(Dan, Kniesner)"
10927,"(Mary Beth, Weber)"
10928,"(Xuhua, Ding)"
10929,"(Yanjiang, Yang)"
10930,"(Shuhong, Wang)"
10931,"(Paul, Torcellini)"
10932,"(Shanti, Pless)"
10933,"(Elena, Katok)"
10934,"(Douglas, Thomas)"
10935,"(Andrew, Davis)"
10936,"(Ki Mun, Jung)"
10937,"(Minjae, Park)"
10938,"(Dong Ho, Park)"
10939,"(Jung Juei, Lee)"
10940,"(Lon Ping, Zu)"
10941,"(Ming Chang, Wang)"
10942,"(Chau Jung, Kuo)"
10943,"(Lisa R., Shugarman)"
10944,"(Christian, Espinosa)"
10945,"(Juan, Gorigoitía)"
10946,"(Carlos, Maquieira)"
10947,"(João Paulo, Vieito)"
10948,"(Clyde A., Warden)"
10949,"(Wann-Yih, Wu)"
10950,"(Dungchun, Tsai)"
10951,"(Jeffrey Gainer, Proudfoot)"
10952,"(Ryan M., Schuetzler)"
10953,"(Douglas C., Derrick)"
10954,"(Jane, Broadbent)"
10955,"(Tony, Jarvis)"
10956,"(Sudhanshu, Tyagi)"
10957,"(Sudeep, Tanwar)"
10958,"(Sumit Kumar, Gupta)"
10959,"(Neeraj, Kumar)"
10960,"(Joel J.P.C., Rodrigues)"
10961,"(A. C., Lyons)"
10962,"(A. E.Coronado, Mondragon)"
10963,"(A., Bremang)"
10964,"(J., Coleman)"
10965,"(L., Tam)"
10966,"(M., Glassman)"
10967,"(M., Vandenwauver)"
10968,"(Donald J., Calista)"
10969,"(Kaixun, Sha)"
10970,"(Maryanne M., Gobble)"
10971,"(Gery W., Ryan)"
10972,"(Evan W., Bloom)"
10973,"(David J., Lowsky)"
10974,"(Mark T., Linthicum)"
10975,"(Timothy, Juday)"
10976,"(Lisa, Rosenblatt)"
10977,"(Sonali, Kulkarni)"
10978,"(Jennifer N., Sayles)"
10979,"(Yuriko, Nakao)"
10980,"(Akihiro, Amano)"
10981,"(Kanichiro, Matsumura)"
10982,"(Kiminori, Genba)"
10983,"(Makiko, Nakano)"
10984,"(Patrick, Holden)"
10985,"(Edsel B., Daniel)"
10986,"(Mark D., Abkowitz)"
10987,"(Carlos Antonio, Abanto-Valle)"
10988,"(Victor H., Lachos)"
10989,"(Denis Jon, Nettle)"
10990,"(Kyuho, Lee)"
