,author_name
3649,"(Gergely, Szőke)"
3650,"(Richard, Berendsen)"
3651,"(Krisztian, Balog)"
3652,"(Toine, Bogers)"
3653,"(Antal, Van Den Bosch)"
3654,"(Maarten, De Rijke)"
3655,"(Nilay, Noyan)"
3656,"(Qi, Zhou)"
3657,"(Zhilin, Li)"
3658,"(Soon Goo, Hong)"
3659,"(Pairin, Katerattanakul)"
3660,"(Na Rang, Kim)"
3661,"(Rune, Glomseth)"
3662,"(Maeve, Paris)"
3663,"(Omer, Tatari)"
3664,"(Daniel, Castro-Lacouture)"
3665,"(Stephan, Leitner)"
3666,"(Cheng Chi, Lee)"
3667,"(Chi Tung, Chen)"
3668,"(Chun Ta, Li)"
3669,"(Ping Hsien, Wu)"
3670,"(Seth, Spielman)"
3671,"(Patrick, Harrison)"
3672,"(Moutaz, Khouja)"
3673,"(Stephanie S, Robbins)"
3674,"(Hari K, Rajagopalan)"
3675,"(Seung Ki, Moon)"
3676,"(Timothy W., Simpson)"
3677,"(Soundar R.T., Kumara)"
3678,"(Wensheng, Kang)"
3679,"(A., Carta)"
3680,"(Sara, Casu)"
3681,"(S., Salaris)"
3682,"(G. Bruce, Berriman)"
3683,"(Steven L., Groom)"
3684,"(Lutz, Johanning)"
3685,"(Marc, Becker)"
3686,"(Arndt, Völkle)"
3687,"(Kevin W., Li)"
3688,"(Jason K., Levy)"
3689,"(P., Buckley)"
3690,"(Nidhi, Agrawal)"
3691,"(Geeta, Menon)"
3692,"(Jennifer L, Aaker)"
3693,"(J. J., Ruiz-Aguilar)"
3694,"(I. J., Turias)"
3695,"(M. J., Jiménez-Come)"
3696,"(Jacob M., Rose)"
3697,"(Britton A., McKay)"
3698,"(Carolyn Strand, Norman)"
3699,"(Anna M., Rose)"
3700,"(Minhyung, Kang)"
3701,"(Young Gul, Kim)"
3702,"(Dilek, Önkal)"
3703,"(M. Sinan, Gönül)"
3704,"(Michael, Lawrence)"
3705,"(Veronika, Černáková)"
3706,"(Gwo Liang, Liao)"
3707,"(Bhavani, Thuraisingham)"
3708,"(Xiping, Zhao)"
3709,"(Niels, Netten)"
3710,"(Maarten, Van Someren)"
3711,"(Tun, Lu)"
3712,"(Fang, Guan)"
3713,"(Ning, Gu)"
3714,"(Fang, Wang)"
3715,"(Mohammed, Ibrahim)"
3716,"(Pieter M., Ribbers)"
3717,"(Bert, Bettonvil)"
3718,"(Wided, Guédria)"
3719,"(Yannick, Naudet)"
3720,"(David, Chen)"
3721,"(Nolan J., Taylor)"
3722,"(Jeff W., Cummings)"
3723,"(Raquel, Benbunan-Fich)"
3724,"(Seth D., Guikema)"
3725,"(Jeremy P., Goffelt)"
3726,"(Marshall Kirk, Mckusick)"
3727,"(Norihiko, Takeuchi)"
3728,"(Ziguang, Chen)"
3729,"(Wing, Lam)"
3730,"(Christian Pieter, Hoffmann)"
3731,"(Christoph, Lutz)"
3732,"(Miriam, Meckel)"
3733,"(Xinxin, Li)"
3734,"(Hongju, Liu)"
3735,"(David, Castillo-Merino)"
3736,"(Enric, Serradell-Lopez)"
3737,"(Andrea, Esuli)"
3738,"(Fabrizio, Sebastiani)"
3739,"(Hermann, Maurer)"
3740,"(Rizwan, Mehmood)"
3741,"(Aysegul, Toptal)"
3742,"(Ihsan, Sabuncuoglu)"
3743,"(Peter Shek Pui, Wong)"
3744,"(Sai On, Cheung)"
3745,"(Ka Yan, Leung)"
3746,"(Boglárka, Tóth)"
3747,"(José, Fernández)"
3748,"(Blas, Pelegrín)"
3749,"(Xudong, Gao)"
3750,"(Renée, De Vet)"
3751,"(Maurice J.A., Van Luijtelaar)"
3752,"(Sonja N., Brilleslijper-Kater)"
3753,"(Wouter, Vanderplasschen)"
3754,"(Mariëlle D., Beijersbergen)"
3755,"(Judith R.L.M., Wolf)"
3756,"(Brett, Danaher)"
3757,"(Michael D., Smith)"
3758,"(Siwen, Chen)"
3759,"(H., Panetto)"
3760,"(J., Cecil)"
3761,"(Sangwon, Lee)"
3762,"(Grégoire, Meylan)"
3763,"(Michael, Stauffacher)"
3764,"(Pius, Krütli)"
3765,"(Roman, Seidl)"
3766,"(Andy, Spoerri)"
3767,"(K. D., Joshi)"
3768,"(Avimanyu, Datta)"
3769,"(Shu, Han)"
3770,"(Edward A, Duplaga)"
3771,"(Marzie, Astani)"
3772,"(Vlad, Krotov)"
3773,"(Iris, Junglas)"
3774,"(Douglas, Steel)"
3775,"(Rebecca S., Epanchin-Niell)"
3776,"(James E., Wilen)"
3777,"(Katherine C., Kellogg)"
3778,"(Tejaswini C., Herath)"
3779,"(S., Venghaus)"
3780,"(C., Stummer)"
3781,"(Indranil, Bardhan)"
3782,"(P K, Kannan)"
3783,"(Robert J, Kauffman)"
3784,"(Arianna, Gallo)"
3785,"(Roberto, Esposito)"
3786,"(Rosa, Meo)"
3787,"(Marco, Botta)"
3788,"(Peter, Kinloch)"
3789,"(Hulya, Francis)"
3790,"(Michael, Francis)"
3791,"(Mark, Taylor)"
3792,"(Somnath, Mukhopadhyay)"
3793,"(Adriano O., Solis)"
3794,"(Rafael S., Gutierrez)"
3795,"(Rafael, Lapiedra)"
3796,"(Joaquin, Alegre)"
3797,"(Ricardo, Chiva)"
3798,"(Mehdi, Sagheb-Tehrani)"
3799,"(Julie, Hardman)"
3800,"(Alberto, Paucar-Caceres)"
3801,"(Alan, Fielding)"
3802,"(Steven, Doskey)"
3803,"(Thomas, Mazzuchi)"
3804,"(Shahram, Sarkani)"
3805,"(Khawaja A., Saeed)"
3806,"(Manoj K., Malhotra)"
3807,"(Varun, Grover)"
3808,"(Baruch, Awerbuch)"
3809,"(Christian, Scheideler)"
3810,"(Ashley, Braganza)"
3811,"(Satrijo, Tanudjojo)"
3812,"(Naim, Ahmad)"
3813,"(Abid, Haleem)"
3814,"(Asif Ali, Syed)"
3815,"(Benjamin, Abrahamse)"
3816,"(Bonnie, Parks)"
3817,"(Alton Y.K., Chua)"
3818,"(Snehasish, Banerjee)"
3819,"(Mohammad H., Vahidnia)"
3820,"(Ali A., Alesheikh)"
3821,"(Seyed Kazem, Alavipanah)"
3822,"(Tomás F., Espino-Rodríguez)"
3823,"(Antonia M., Gil-Padilla)"
3824,"(Fang, Zhao)"
3825,"(Peter, Marks)"
3826,"(Peter, Polak)"
3827,"(Scott, McCoy)"
3828,"(Dennis, Galletta)"
3829,"(Asbjørn, Rolstadås)"
3830,"(Kate E., Beatty)"
3831,"(Kristin D., Wilson)"
3832,"(Amanda, Ciecior)"
3833,"(Lisa, Stringer)"
3834,"(Teresa M., Shaft)"
3835,"(Jon, Jasperson)"
3836,"(Nik R., Hassan)"
3837,"(James H., Long)"
3838,"(Lasse, Mertins)"
3839,"(Brian, Vansant)"
3840,"(João Porto, de Albuquerque)"
3841,"(Heiko, Krumm)"
3842,"(Paulo Lício, de Geus)"
3843,"(G. W., Black)"
3844,"(K. N., McKay)"
3845,"(S. L., Messimer)"
3846,"(Luis Felipe, Luna-Reyes)"
3847,"(Laura J., Black)"
3848,"(Anthony M., Cresswell)"
3849,"(Seonjeong, Lee)"
3850,"(Angeline G., Close)"
3851,"(Curtis, Love)"
3852,"(Jackie, Rees)"
3853,"(Willem, Muhren)"
3854,"(Gerd, van den Eede)"
3855,"(Bartel, van de Walle)"
3856,"(Vijay Kumar, Sharma)"
3857,"(Manisha, Pattanaik)"
3858,"(Y. M., Goh)"
3859,"(D. K. H., Chua)"
3860,"(Aikaterini C., Valvi)"
3861,"(Constantinos C., Frangos)"
3862,"(Christos C., Frangos)"
3863,"(Yan, Wang)"
3864,"(Duncan S., Wong)"
3865,"(Kwei Jay, Lin)"
3866,"(Vijay, Varadharajan)"
3867,"(Patrizia, Ribino)"
3868,"(Massimo, Cossentino)"
3869,"(Carmelo, Lodato)"
3870,"(Salvatore, Lopes)"
3871,"(Valeria, Seidita)"
3872,"(Gillie, Gabay)"
3873,"(Howard R., Moskowitz)"
3874,"(Yoon Ju, Lee)"
3875,"(Pedro C., Diniz)"
3876,"(Mary W., Hall)"
3877,"(Robert, Lucas)"
3878,"(Jiajun, Liu)"
3879,"(Zi, Huang)"
3880,"(Heng Tao, Shen)"
3881,"(Bin, Cui)"
3882,"(Majharul, Talukder)"
3883,"(Ali, Quazi)"
3884,"(Byron, Keating)"
3885,"(C. Daniel, Mullins)"
3886,"(Andrea R., DeVries)"
3887,"(Van Doren, Hsu)"
3888,"(Fanlun, Meng)"
3889,"(Francis B., Palumbo)"
3890,"(Rosabeth Moss, Kanter)"
3891,"(Ping, Ji)"
3892,"(Jian, Jin)"
3893,"(Yizeng, Chen)"
3894,"(Jengchung V., Chen)"
3895,"(David, Yen)"
3896,"(Kimberly, Dunk)"
3897,"(Andree E., Widjaja)"
3898,"(Dino, Gerardi)"
3899,"(Leeat, Yariv)"
3900,"(J. D., Kleinke)"
3901,"(Raúl E., O'Ryan)"
3902,"(Neda, Abdolvand)"
3903,"(Amir, Albadvi)"
3904,"(Mohammad, Aghdasi)"
3905,"(Thomas W, Hazlett)"
3906,"(Wenfei, Fan)"
3907,"(Floris, Geerts)"
3908,"(Chih Chia, Chang)"
3909,"(Po Chien, Chang)"
3910,"(Cathy, Schoen)"
3911,"(Robin, Osborn)"
3912,"(Michelle M., Doty)"
3913,"(David, Squires)"
3914,"(Jordon, Peugh)"
3915,"(Sandra, Applebaum)"
3916,"(Dinah A., Koehler)"
3917,"(Deborah H., Bennett)"
3918,"(Gregory A., Norris)"
3919,"(John D., Spengler)"
3920,"(Richard L, Peterson)"
3921,"(Mark L, Berenson)"
3922,"(Ram B, Misra)"
3923,"(David J, Radosevich)"
3924,"(Ian, McLoughlin)"
3925,"(Gregory, Maniatopoulos)"
3926,"(Rob, Wilson)"
3927,"(Mike, Martin)"
3928,"(Zining, Guo)"
3929,"(James, Sheffield)"
3930,"(Ygal, Bendavid)"
3931,"(Luc, Cassivi)"
3932,"(Katherine, Skinner)"
3933,"(Christopher S., Campbell)"
3934,"(Paul P., Maglio)"
3935,"(Mark M., Davis)"
3936,"(Chris, Forman)"
3937,"(Avi, Goldfarb)"
3938,"(Shane, Greenstein)"
3939,"(Xundi, Diao)"
3940,"(Bin, Tong)"
3941,"(Heather, Hedden)"
3942,"(Ziqi, Chen)"
3943,"(Man-Lai, Tang)"
3944,"(Ning-Zhong, Shi)"
3945,"(Gautam, Pant)"
3946,"(Olivia R.L., Sheng)"
3947,"(Nilanjana, Dutt)"
3948,"(Andrew A., King)"
3949,"(Guiwu, Wei)"
3950,"(C., Mackenzie)"
3951,"(S., Kelly)"
3952,"(G., Paton)"
3953,"(M., Brady)"
3954,"(M., Muir)"
3955,"(Fu Lee, Wang)"
3956,"(Wei Tsong, Wang)"
3957,"(Howard K., Koh)"
3958,"(Donald M., Berwick)"
3959,"(Carolyn M., Clancy)"
3960,"(Cynthia, Baur)"
3961,"(Cindy, Brach)"
3962,"(Linda M., Harris)"
3963,"(Eileen G., Zerhusen)"
3964,"(Raffaello, Balocco)"
3965,"(Alessia, Ciappini)"
3966,"(Andrea, Rangone)"
3967,"(Zo, Ramamonjiarivelo)"
3968,"(David S., Martin)"
3969,"(Warren S., Martin)"
3970,"(Li Jun, Tian)"
3971,"(Hai Jun, Huang)"
3972,"(Zi You, Gao)"
3973,"(Roland, Ducournau)"
3974,"(Zhang, Zhang)"
3975,"(Kei Hoi, Cheung)"
3976,"(Jeffrey P., Townsend)"
3977,"(Brett K., Lord-Castillo)"
3978,"(Bruce R., Mate)"
3979,"(Dawn J., Wright)"
3980,"(Tomas, Follett)"
3981,"(Qian, Huang)"
3982,"(Jibao, Gu)"
3983,"(Iftekhar, Hasan)"
3984,"(Haizhi, Wang)"
3985,"(Alexander, Gegov)"
3986,"(David, Sanders)"
3987,"(Boriana, Vatchova)"
3988,"(E. J., Kistin)"
3989,"(P. J., Ashton)"
3990,"(A., Earle)"
3991,"(D., Malzbender)"
3992,"(M. J., Patrick)"
3993,"(A. R., Turton)"
3994,"(Andrew P., McAfee)"
3995,"(Avi, Rosenfeld)"
3996,"(Zevi, Bareket)"
3997,"(Claudia V., Goldman)"
3998,"(David J., Leblanc)"
3999,"(Omer, Tsimhoni)"
4000,"(Daniel, Mueller)"
4001,"(Stefan, Strohmeier)"
4002,"(Theresa, Beaubouef)"
4003,"(FE, Petry)"
4004,"(Christian, Johansson)"
4005,"(Ben, Hicks)"
4006,"(Andreas C., Larsson)"
4007,"(Marco, Bertoni)"
4008,"(Hai, Che)"
4009,"(Chakravarthi, Narasimhan)"
4010,"(V., Padmanabhan)"
4011,"(Haiyan, Xu)"
4012,"(D. Marc, Kilgour)"
4013,"(Keith W., Hipel)"
4014,"(Alexander, Kroll)"
4015,"(Joachim, Kimmerle)"
4016,"(Ulrike, Cress)"
4017,"(Süleyman Tuluð, Ok)"
4018,"(Shouguang, Wang)"
4019,"(Chengying, Wang)"
4020,"(Yanping, Yu)"
4021,"(Liangxu, Zhao)"
4022,"(Torsten J., Gerpott)"
4023,"(Ilaha, Mahmudova)"
4024,"(Rafael, Sacks)"
4025,"(Lauri, Koskela)"
4026,"(Bhargav A., Dave)"
4027,"(Robert, Owen)"
4028,"(Kate, Grosser)"
4029,"(Jeremy, Moon)"
4030,"(Roger S., Debreceny)"
4031,"(Glen L., Gray)"
4032,"(Ook, Lee)"
4033,"(Z, Lustigova)"
4034,"(P, Brom)"
4035,"(Jiamin, Wang)"
4036,"(Vytautas, Snieska)"
4037,"(Deimante, Venclauskiene)"
4038,"(Ligita, Vasiliauskiene)"
4039,"(Vaidas, Gaidelys)"
4040,"(Marco, Aurisicchio)"
4041,"(Robert, Bracewell)"
4042,"(Young Hoon, Kim)"
4043,"(Mincheol, Kim)"
4044,"(Shaofeng, Liu)"
4045,"(Mike, Leat)"
4046,"(Jonathan, Moizer)"
4047,"(Phil, Megicks)"
4048,"(Dulekha, Kasturiratne)"
4049,"(Mareike, Schoop)"
4050,"(Marije, van Amelsvoort)"
4051,"(Johannes, Gettinger)"
4052,"(Michael, Koerner)"
4053,"(Sabine T., Koeszegi)"
4054,"(Per, van der Wijst)"
4055,"(Mark L., Berenson)"
4056,"(Jessica, Utts)"
4057,"(Karen A., Kinard)"
4058,"(Deborah J., Rumsey)"
4059,"(Albyn, Jones)"
4060,"(Leonard M., Gaines)"
4061,"(Endre, Boros)"
4062,"(Andrea, Scozzari)"
4063,"(Fabio, Tardella)"
4064,"(Pierangela, Veneziani)"
4065,"(Wing, Cheung)"
4066,"(Rachel, McMullin)"
4067,"(Jane, Hutton)"
4068,"(José, Dinis-Carvalho)"
4069,"(Francisco, Moreira)"
4070,"(Sara, Bragança)"
4071,"(Eric, Costa)"
4072,"(Anabela, Alves)"
4073,"(Rui, Sousa)"
4074,"(Jevin D., West)"
4075,"(Theodore, Bergstrom)"
4076,"(Carl T., Bergstrom)"
4077,"(Tatiana, Andreeva)"
4078,"(Cheng Yu, Lai)"
4079,"(Heng Li, Yang)"
4080,"(Xuefei Nancy, Deng)"
4081,"(Robert D., Galliers)"
4082,"(Chun-Yao, Tseng)"
4083,"(Ping-Ho, Ting)"
4084,"(Gunnar, Bårdsen)"
4085,"(Luca, Fanelli)"
4086,"(Darren C., Treadway)"
4087,"(Wayne A., Hochwarter)"
4088,"(Charles J., Kacmar)"
4089,"(Gerald R., Ferris)"
4090,"(Stephen T., Parente)"
4091,"(Adrian, Chioreanu)"
4092,"(Stelian, Brad)"
4093,"(Cosmin, Porumb)"
4094,"(Sanda, Porumb)"
4095,"(Mike, Thelwall)"
4096,"(Katie, Vann)"
4097,"(Ruth, Fairclough)"
4098,"(Rohit Kr, Singh)"
4099,"(P., Acharya)"
4100,"(Ali, Diabat)"
4101,"(Udaya, Shetty)"
4102,"(T., Pakkala)"
4103,"(Jianguo, Wang)"
4104,"(Eric, Lo)"
4105,"(Man Lung, Yiu)"
4106,"(Jiancong, Tong)"
4107,"(Gang, Wang)"
4108,"(Xiaoguang, Liu)"
4109,"(Reaan, Immelman)"
4110,"(Mornay, Roberts-Lombard)"
4111,"(Fábio Luiz, Usberti)"
4112,"(Christiano, Lyra)"
4113,"(Celso, Cavellucci)"
4114,"(José Federico Vizcaino, González)"
4115,"(Fei, Tao)"
4116,"(Lin, Zhang)"
4117,"(A.Y.C., Nee)"
4118,"(Erica L., Wagner)"
4119,"(Gabriele, Piccoli)"
4120,"(Beate, Rottkemper)"
4121,"(Alexander, Blecken)"
4122,"(Christoph, Danne)"
4123,"(David M., Cannon)"
4124,"(George Mathew, Kandathil)"
4125,"(Rahul, Varman)"
4126,"(F. Xiao Hua (Frank), Wang)"
4127,"(Israr, Qureshi)"
4128,"(Onne, Janssen)"
4129,"(A., Ant Ozok)"
4130,"(Anita, Komlodi)"
4131,"(Serge, Abiteboul)"
4132,"(Benjamin, André)"
4133,"(Daniel, Kaplan)"
4134,"(Shiyu, Zhou)"
4135,"(Jionghua, Jin)"
4136,"(Stephen, Deery)"
4137,"(Janet, Walsh)"
4138,"(H. M., Osman)"
4139,"(Dorothy, Wood)"
4140,"(Donald G., Ross)"
4141,"(Krishna, Jayakar)"
4142,"(Chun, Liu)"
4143,"(Gary, Madden)"
4144,"(Eun A., Park)"
4145,"(John, D'Ambra)"
4146,"(Concepción S., Wilson)"
4147,"(Shahriar, Akter)"
4148,"(Yuan, Li)"
4149,"(Xiuwu, Liao)"
4150,"(Wenhong, Zhao)"
4151,"(Ron, Roszkiewicz)"
4152,"(Lucjan, Janowski)"
4153,"(Philippe, Owezarski)"
4154,"(Tsai Chi, Kuo)"
4155,"(Miao Ling, Wang)"
4156,"(Cory, Cromer)"
4157,"(Jolanta, Kowal)"
4158,"(Narcyz, Roztocki)"
4159,"(Nripendra P., Rana)"
4160,"(Michael D., Williams)"
4161,"(Banita, Lal)"
4162,"(Ronald E., Day)"
4163,"(Almer S., Tigelaar)"
4164,"(Djoerd, Hiemstra)"
4165,"(Dolf, Trieschnigg)"
4166,"(Christian, Hellwig)"
4167,"(Sebastian, Kohls)"
4168,"(Laura, Veldkamp)"
4169,"(Beata, Buchelt)"
4170,"(Don Yun, Chen)"
4171,"(Tong Yi, Huang)"
4172,"(Naiyi, Hsiao)"
4173,"(P. A., Gloor)"
4174,"(M., Paasivaara)"
4175,"(D., Schoder)"
4176,"(P., Willems)"
4177,"(Faye Fangfei, Wang)"
4178,"(Y., Kao)"
4179,"(Y. L., Li)"
4180,"(Bernard, Lefebvre)"
4181,"(Gilles, Gauthier)"
4182,"(Serge, Tadié)"
4183,"(Tran Huu, Duc)"
4184,"(Hicham, Achaba)"
4185,"(David, Anderson)"
4186,"(Noel, Scott)"
4187,"(Eric, Laws)"
4188,"(Gwendolyn L., Kolfschoten)"
4189,"(Mariëlle, Den Hengst-Bruggeling)"
4190,"(Gert Jan, De Vreede)"
4191,"(Waldo, Tapia)"
4192,"(Juan, Yermo)"
4193,"(Tuomas, Talvensaari)"
4194,"(Martti, Juhola)"
4195,"(Jorma, Laurikkala)"
4196,"(Kalervo, J??rvelin)"
4197,"(Meng Yen, Hsieh)"
4198,"(Jen Wen, Ding)"
4199,"(Xiaotong, Li)"
4200,"(Feifei, Yu)"
4201,"(Ying, Zhang)"
4202,"(Chun Teh, Lee)"
4203,"(Jia Shiang, Tzeng)"
4204,"(Simone, Hemm)"
4205,"(Karin, Wårdell)"
4206,"(Timo, Hyvönen)"
4207,"(Janne, Järvinen)"
4208,"(Jukka, Pellinen)"
4209,"(Tapani, Rahko)"
4210,"(Gloria J., McVay)"
4211,"(Pamela R., Murphy)"
4212,"(Sung Wook, Yoon)"
4213,"(Maxwell, Chipulu)"
4214,"(Udechukwu, Ojiako)"
4215,"(Melanie, Ashleigh)"
4216,"(Stuart, Maguire)"
4217,"(Sung H., Parka)"
4218,"(A., Celestine)"
4219,"(Celestine A., Ntuenb)"
4220,"(Eui H., Parkb)"
4221,"(Thilini R., Ariyachandra)"
4222,"(Marios, Koufaris)"
4223,"(Lisen, Selander)"
4224,"(Ola, Henfridsson)"
4225,"(Damien, Joseph)"
4226,"(Soon, Ang)"
4227,"(Roger H. L., Chang)"
4228,"(Sandra a., Slaughter)"
4229,"(Derek J., Clark)"
4230,"(Christian, Riis)"
4231,"(T. F., Gattiker)"
4232,"(Worarat, Krathu)"
4233,"(Christian, Pichler)"
4234,"(Guohui, Xiao)"
4235,"(Hannes, Werthner)"
4236,"(Julia, Neidhardt)"
4237,"(Marco, Zapletal)"
4238,"(Christian, Huemer)"
4239,"(Marc N., Haines)"
4240,"(Marcus A., Rothenberger)"
4241,"(Astrid, Offermans)"
4242,"(Marjolijn, Haasnoot)"
4243,"(Pieter, Valkering)"
4244,"(Farzad, Mahmoodi)"
4245,"(Kai Lung, Hui)"
4246,"(I. P.L., Png)"
4247,"(Tomáš, Skopal)"
4248,"(Benjamin, Bustos)"
4249,"(H., Zhao)"
4250,"(S., Xu)"
4251,"(D., Yuan)"
4252,"(J., Lu)"
4253,"(Y., Zou)"
4254,"(Vivian, Chan)"
4255,"(Marco, Guerci)"
4256,"(Pierre, Brice)"
4257,"(Guohua, Wan)"
4258,"(Mary, Gros)"
4259,"(Wolfgang, Gatterbauer)"
4260,"(Dan, Suciu)"
4261,"(J. J., Liu)"
4262,"(Q. X., Chen)"
4263,"(N., Mao)"
4264,"(Z. A., Lin)"
4265,"(Fiorenzo, Franceschini)"
4266,"(Maurizio, Galetto)"
4267,"(Domenico, Maisano)"
4268,"(Luca, Mastrogiacomo)"
4269,"(Mitsuo, Gen)"
4270,"(Yongjiang, Shi)"
4271,"(Chia Yu, Hsu)"
4272,"(Jan, Schmutz)"
4273,"(Florian, Hoffmann)"
4274,"(Ellen, Heimberg)"
4275,"(Tanja, Manser)"
4276,"(Javier, Santos)"
4277,"(Martha Patricia, Garcia)"
4278,"(Mikel, Arcelus)"
4279,"(Jon, Uranga)"
4280,"(Fiona, Davies)"
4281,"(Luiz, Moutinho)"
4282,"(Graeme, Hutcheson)"
4283,"(Laura, Dabbish)"
4284,"(Colleen, Stuart)"
4285,"(Jason, Tsay)"
4286,"(James, Herbsleb)"
4287,"(Liang Hsuan, Chen)"
4288,"(Chia Chang, Hung)"
4289,"(Harry, Hochheiser)"
4290,"(Jonathan, Lazar)"
4291,"(Qimei, Chen)"
4292,"(Hong Mei, Chen)"
4293,"(Rick, Kazman)"
4294,"(Phillip S., Dunston)"
4295,"(Xiangyu, Wang)"
4296,"(Kohyar, Kiazad)"
4297,"(Scott E., Seibert)"
4298,"(Maria L., Kraimer)"
4299,"(Anna, Bielska)"
4300,"(Tomasz, Budzyński)"
4301,"(Wioleta, Krupowicz)"
4302,"(Sophie, Réviron)"
4303,"(Jean Marc, Chappuis)"
4304,"(Darinka, Dentcheva)"
4305,"(R, Henrion)"
4306,"(A, Ruszczynski)"
4307,"(R. Annie, Uthra)"
4308,"(S. V. Kasmir, Raja)"
4309,"(Xiaochen, Sun)"
4310,"(Fei, Hu)"
4311,"(Yancong, Zhou)"
4312,"(Cheng-Chew, Lim)"
4313,"(Marcos Aurélio, Domingues)"
4314,"(Carlos, Soares)"
4315,"(Alípio Mário, Jorge)"
4316,"(Jan H., Kwakkel)"
4317,"(Erik, Pruyt)"
4318,"(R., Dillnut)"
4319,"(Crystal, Ip)"
4320,"(Hee Andy, Lee)"
4321,"(Mariella, Marzano)"
4322,"(Darren, Moseley)"
4323,"(Christopher P., Quine)"
4324,"(Julie, Barnett)"
4325,"(Flavia, Di Costa)"
4326,"(Adriana S., Vivacqua)"
4327,"(Leandro Carreira, Marques)"
4328,"(Marcos S., Ferreira)"
4329,"(Jano M., de Souza)"
4330,"(Shi Ying, Lim)"
4331,"(Holly J., Lanham)"
4332,"(Gregory D., Moody)"
4333,"(Dominic, Breuker)"
4334,"(Patrick, Delfmann)"
4335,"(Hanns-Alexander, Dietrich)"
4336,"(Matthias, Steinhorst)"
4337,"(Claudia, Salzberg)"
4338,"(Calvin, Franz)"
4339,"(E John, Orav)"
4340,"(David Westfall, Bates)"
4341,"(Tiaojun, Xiao)"
4342,"(Gang, Yu)"
4343,"(Zhaohan, Sheng)"
4344,"(Ricardo, Rejas-Muslera)"
4345,"(Alfonso, Urquiza)"
4346,"(Isabel, Cepeda)"
4347,"(Shari S.C., Shang)"
4348,"(Glen P., Mays)"
4349,"(Rachel A., Hogg)"
4350,"(Petri, Böckerman)"
4351,"(Alex, Bryson)"
4352,"(Pekka, Ilmakunnas)"
4353,"(Phyl, Willson)"
4354,"(Carol, Pollard)"
4355,"(Suresh P., Sethi)"
4356,"(Edward W.N., Bernroider)"
4357,"(Frantisek, Sudzina)"
4358,"(Andreja, Pucihar)"
4359,"(Lei, Lei)"
4360,"(Michael, Pinedo)"
4361,"(Lian, Qi)"
4362,"(Shengbin, Wang)"
4363,"(Jie, Song)"
4364,"(Jianpei, Wen)"
4365,"(Hui, Yang)"
4366,"(O. Erhun, Kundakcioglu)"
4367,"(David V., Budescu)"
4368,"(Hsiu Ting, Yu)"
4369,"(Márk, Jelasity)"
4370,"(Spyros, Voulgaris)"
4371,"(Rachid, Guerraoui)"
4372,"(Anne-Marie, Kermarrec)"
4373,"(Maarten, van Steen)"
4374,"(Steven L., Johnson)"
4375,"(Boris, Otto)"
4376,"(Raúl, Sánchez)"
4377,"(Álvaro, Herrero)"
4378,"(Emilio, Corchado)"
4379,"(Chengpo, Mu)"
4380,"(Meng, Yu)"
4381,"(Wanyu, Zang)"
4382,"(Christopher S., Chapman)"
4383,"(Bruce, Leff)"
4384,"(Charlotte M., Carlson)"
4385,"(Debras, Saliba)"
4386,"(Christine, Ritchie)"
4387,"(R. J W, Tijssen)"
4388,"(C., Petropoulos)"
4389,"(K., Nikolopoulos)"
4390,"(A., Patelis)"
4391,"(V., Assimakopoulos)"
4392,"(Diomidis, Spinellis)"
4393,"(Marc, White)"
4394,"(Shannon, Wagner)"
4395,"(Izabela Z., Schultz)"
4396,"(Eleanor, Murray)"
4397,"(Susan M., Bradley)"
4398,"(Vernita, Hsu)"
4399,"(Lisa, McGuire)"
4400,"(Werner, Schulz)"
4401,"(C.-H., Cheng)"
4402,"(J.-S., Chen)"
4403,"(Victoria Ann, Wright)"
4404,"(Brendan W., Vaughan)"
4405,"(Thomas, Laurent)"
4406,"(Rodrigo, Lopez)"
4407,"(Cath, Brooksbank)"
4408,"(Maria Victoria, Schneider)"
4409,"(Mark J., Orsi)"
4410,"(Erik J., Bond)"
4411,"(Wei Hsiu, Huang)"
4412,"(Peichann, Chang)"
4413,"(Menghiot, Lim)"
4414,"(Zhenzhen, Zhang)"
4415,"(Michael K., Gusmano)"
4416,"(Frank J., Thompson)"
4417,"(Dirk, Briskorn)"
4418,"(Erwin, Pesch)"
4419,"(Mak, V.a)"
4420,"(Rapoport, A.b)"
4421,"(Gisches, E.J.c)"
4422,"(Han, J.d)"
4423,"(Scott A., Shipman)"
4424,"(Christine A., Sinsky)"
4425,"(Carlos, Devece)"
4426,"(Ximing, Ruan)"
4427,"(Edward G., Ochieng)"
4428,"(Charles O., Egbu)"
4429,"(Christine, Müller)"
4430,"(Michael, Kohlhase)"
4431,"(Ricardo, Martinez)"
4432,"(Brendan, Carr)"
4433,"(David, Wilkinson)"
4434,"(Sukhvinder, Uppal)"
4435,"(M. M., Yenisey)"
4436,"(A. A., Ozok)"
4437,"(G., Salvendy)"
4438,"(Yves, Sallez)"
4439,"(Thierry, Berger)"
4440,"(Dominique, Deneux)"
4441,"(Damien, Trentesaux)"
4442,"(Mehmet, Top)"
4443,"(Ali, Yilmaz)"
4444,"(Ömer, Gider)"
4445,"(Keith, Townsend)"
4446,"(Sandra A., Lawrence)"
4447,"(Adrian, Wilkinson)"
4448,"(Ana Ortiz, de Guinea)"
4449,"(Ryad, Titah)"
4450,"(Pierre-Majorique, Léger)"
4451,"(Peter, Hausken)"
